Title,Opening Date,Theatre ID,Theatre Name (from Show Info),Production Type,Intermissions,Show Type,Show ID,Year,Closing Date,N Performances,Other Titles,Previews Date,Running Time,Official Website,Show Type Simple,Show Never Opened,Run Time,Revival,Pre-Broadway,Limited Run,Repertory
Whoopi Goldberg,1984-10-24,7033,Lyceum Theatre,Original Production,,Solo,323844,1984,1985-03-10,156,,,,,Play,False,,False,,,
The Real Thing,1984-01-05,7054,Plymouth Theatre,Original Production,,Play,323848,1984,1985-05-12,566,,,,,Play,False,,False,,,
Hurlyburly,1984-08-07,5031,Ethel Barrymore Theatre,Original Production,,Play,323851,1984,1985-06-02,343,,,,,Play,False,,False,,,
Ian McKellen: Acting Shakespeare,1984-01-19,7057,Ritz Theatre,Revival,,Play,324330,1984,1984-02-19,37,,,,,Play,False,,True,,,
Cyrano de Bergerac,1984-10-16,5035,Gershwin Theatre,Revival,,Play,324338,1984,1985-01-19,59,,,,,Play,False,,True,,,
Cyrano de Bergerac / Much Ado About Nothing,1984-10-14,5035,Gershwin Theatre,Original Production,,Play,329657,1984,1985-01-16,,,1984-10-06,,,Play,False,,False,,,
Doug Henning & His World of Magic,1984-12-11,5047,Lunt-Fontanne Theatre,Original Production,1.0,,4302,1984,1985-01-27,60,,,,,,False,,False,,,
The Human Comedy,1984-04-05,7059,Royale Theatre,Original Production,1.0,Musical,5158,1984,1984-04-15,13,,,,,Musical,False,,False,,False,False
Oliver!,1984-04-29,5053,Mark Hellinger Theatre,Revival,1.0,Musical,6366,1984,1984-05-13,17,,,,,Musical,False,,True,,False,False
The Rink,1984-02-09,7042,Martin Beck Theatre,Original Production,1.0,Musical,6884,1984,1984-08-04,204,,,,,Musical,False,,False,,False,False
Shirley MacLaine on Broadway,1984-04-19,5035,Gershwin Theatre,Original Production,1.0,,7123,1984,1984-05-27,46,,,,,,False,,False,,,
Sunday in the Park with George,1984-05-02,5334,Booth Theatre,Original Production,1.0,Musical,7373,1984,1985-10-13,604,,,,,Musical,False,,False,False,False,False
The Three Musketeers,1984-11-11,5017,Broadway Theatre,Revival,1.0,Operetta,7539,1984,1984-11-18,9,,,,,Musical,False,,True,,False,False
The Wiz,1984-05-24,5047,Lunt-Fontanne Theatre,Revival,1.0,Musical,7893,1984,1984-06-03,13,,,,,Musical,False,,True,False,False,False
Quilters,1984-09-25,6220,Jack Lawrence Theatre,Original Production,1.0,Musical,8349,1984,1984-10-14,24,,,,,Musical,False,,False,,False,False
Joe Egg,1985-03-27,5211,Longacre Theatre,Revival,,Play,11507,1985,1985-06-23,93,,,,,Play,False,,True,,False,False
The Odd Couple,1985-06-11,5016,Broadhurst Theatre,Revival,,Play,11547,1985,1986-02-23,295,,,,,Play,False,,True,,False,False
I'm Not Rappaport,1985-11-19,5334,Booth Theatre,Original Production,,Play,11551,1985,1988-01-17,891,,,,,Play,False,,False,,False,False
Leader of the Pack,1985-04-08,6987,Ambassador Theatre,Original Production,1.0,Musical,2907,1985,1985-07-21,120,,,,,Musical,False,,False,,False,False
Mayor,1985-10-23,6102,Latin Quarter,Original Production,1.0,Musical,2908,1985,1986-01-05,70,,,,,Musical,False,,False,,False,False
The News,1985-11-07,5236,Hayes Theatre,Original Production,1.0,Musical,2911,1985,1985-11-09,4,,,,,Musical,False,,False,,False,False
Wind in the Willows,1985-12-19,7047,Nederlander Theatre,Original Production,1.0,Musical,2915,1985,1985-12-22,4,,,,,Musical,False,,False,,False,False
Aren't We All?,1985-04-29,5018,Brooks Atkinson Theatre,Revival,,Play,311766,1985,1985-07-21,93,,,,,Play,False,,True,,,
As Is,1985-05-01,7033,Lyceum Theatre,Original Production,,Play,311767,1985,1986-01-04,285,,,,,Play,False,,False,,False,False
Arms and the Man,1985-05-30,5230,Circle in the Square,Revival,,Play,311768,1985,1985-09-01,109,,,,,Play,False,,True,,False,False
Home Front,1985-01-02,7059,Royale Theatre,Original Production,,Play,323838,1985,1985-01-12,13,,,,,Play,False,,False,,,
Dancing in the End Zone,1985-01-03,7057,Ritz Theatre,Original Production,,Play,323839,1985,1985-01-26,28,,,,,Play,False,,False,,,
Requiem for a Heavyweight,1985-03-07,7042,Martin Beck Theatre,Original Production,,Play,323843,1985,1985-03-09,3,,,,,Play,False,,False,,,
The Octette Bridge Club,1985-03-05,5057,Music Box Theatre,Original Production,,Play,323845,1985,1985-03-23,24,,,,,Play,False,,False,,,
The Loves of Anatol,1985-03-06,5230,Circle in the Square,Original Production,,Play,323847,1985,1985-04-14,46,,,,,Play,False,,False,,,
Pack of Lies,1985-02-11,7059,Royale Theatre,Original Production,,Play,323850,1985,1985-05-25,120,,,,,Play,False,,False,,,
The Boys of Winter,1985-12-01,5199,Biltmore Theatre,Original Production,,Play,323858,1985,1985-12-08,9,,,,,Play,False,,False,,,
The Marriage of Figaro,1985-10-10,5230,Circle in the Square,Original Production,,Play,323859,1985,1985-12-15,77,,,,,Play,False,,False,,,
Doubles,1985-05-08,7057,Ritz Theatre,Original Production,,,323862,1985,1986-01-04,277,,,,,,False,,False,,,
The Robert Klein Show!,1985-12-20,5230,Circle in the Square,Original Production,,Special,323863,1985,1986-01-04,16,,,,,Special,False,,False,,,
Biloxi Blues,1985-03-28,6985,Neil Simon Theatre,Original Production,,Play,323874,1985,1986-06-28,524,,,,,Play,False,,False,,,
Log In ‹ Vinstechs — WordPress,1985-12-22,5018,Brooks Atkinson Theatre,Original Production,,Play,323875,1985,1986-06-29,217,,,,,Play,False,,False,,,
The Search for Signs of Intelligent Life in the Universe,1985-09-26,7054,Plymouth Theatre,Original Production,,,323879,1985,1986-10-05,391,,,,,,False,,False,,,
Strange Interlude,1985-02-21,7047,Nederlander Theatre,Revival,,Play,324341,1985,1985-05-05,63,,,,,Play,False,,True,,,
The Iceman Cometh,1985-09-29,5047,Lunt-Fontanne Theatre,Revival,,Play,324346,1985,1985-12-01,55,,,,,Play,False,,True,,,
Blood Knot,1985-12-10,5043,John Golden Theatre,Revival,,Play,324348,1985,1986-03-02,95,,,,,Play,False,,True,,,
Hay Fever,1985-12-12,5057,Music Box Theatre,Revival,,Play,324350,1985,1986-03-29,124,,,,,Play,False,,True,,,
Big River,1985-04-25,5032,Eugene O'Neill Theatre,Original Production,1.0,Musical,3516,1985,1987-09-20,1005,,,,,Musical,False,,False,,False,False
Grind,1985-04-16,5053,Mark Hellinger Theatre,Original Production,1.0,Musical,4924,1985,1985-06-22,71,,,,,Musical,False,,False,,False,False
Harrigan 'n Hart,1985-01-31,5211,Longacre Theatre,Original Production,1.0,Musical,5026,1985,1985-02-03,4,,,,,Musical,False,,False,,False,False
Jerry's Girls,1985-12-18,5077,St. James Theatre,Original Production,1.0,Revue,5318,1985,1986-04-20,141,,,,,Revue,False,,False,,False,False
The King and I,1985-01-07,5017,Broadway Theatre,Revival,1.0,Musical,5437,1985,1985-06-30,191,Der König und ich (German title),,,,Musical,False,,True,,True,False
The Mystery of Edwin Drood,1985-12-02,5042,Imperial Theatre,Original Production,1.0,Musical,6168,1985,1987-05-16,608,Drood! (alternate title),,,,Musical,False,,False,False,False,False
Singin' in the Rain,1985-07-02,5035,Gershwin Theatre,Original Production,1.0,Musical,7184,1985,1986-05-18,367,,,,,Musical,False,,False,False,False,False
Song and Dance,1985-09-18,7059,Royale Theatre,Original Production,1.0,Musical,7243,1985,1986-11-08,474,,,,,Musical,False,,False,,False,False
Take Me Along,1985-04-14,7042,Martin Beck Theatre,Revival,1.0,Musical,7468,1985,1985-04-14,1,,,,,Musical,False,,True,,False,False
Tango Argentino,1985-10-09,5053,Mark Hellinger Theatre,Original Production,1.0,Revue,7475,1985,1986-03-30,199,,,,,Revue,False,,False,,False,False
Babes in Arms,1985-06-26,6507,Music Hall,Revival,1.0,Musical,9343,1985,1985-08-09,,,,,,Musical,False,,True,True,False,False
"Sing, Mahalia, Sing",1985-03-26,7698,Warner Theatre,Original Production,1.0,Musical,9818,1985,1985-09-01,,,,,,Musical,False,,False,,False,False
Leave It to Jane,1985-10-02,5310,Goodspeed Opera House,Revival,1.0,Musical,9819,1985,1986-01-18,,,,,,Musical,False,,True,,False,False
Flamenco Puro,1986-10-19,5053,Mark Hellinger Theatre,Original Production,1.0,Revue,2917,1986,1986-11-30,53,,,,,Revue,False,,False,,False,False
Honky Tonk Nights,1986-08-07,5199,Biltmore Theatre,Original Production,1.0,Musical,2919,1986,1986-08-09,4,,,,,Musical,False,,False,False,False,False
Jerome Kern Goes to Hollywood,1986-01-23,7057,Ritz Theatre,Original Production,1.0,Revue,2920,1986,1986-02-01,13,Jerome Goes to Hollywood  (London title),,,,Revue,False,,False,,False,False
Oh Coward!,1986-11-17,5236,Hayes Theatre,Original Production,1.0,Musical,2922,1986,1987-01-03,56,,,,,Musical,False,,False,,False,False
Uptown...It's Hot!,1986-01-28,5047,Lunt-Fontanne Theatre,Original Production,1.0,Revue,2923,1986,1986-02-16,24,,,,,Revue,False,,False,,False,False
Precious Sons,1986-03-20,5211,Longacre Theatre,Original Production,,Play,311563,1986,1986-05-10,60,,,,,Play,False,,False,,,
Long Day's Journey Into Night,1986-04-28,5016,Broadhurst Theatre,Revival,,Play,311728,1986,1986-06-29,54,,,,,Play,False,,True,,,
Arsenic and Old Lace,1986-06-26,6906,46th Street Theatre,Revival,,Play,311769,1986,1987-01-03,221,,,,,Play,False,,True,,False,False
A Little Like Magic,1986-10-26,7033,Lyceum Theatre,Original Production,,,311770,1986,1986-12-07,49,,,,,,False,,False,,True,False
Rowan Atkinson at the Atkinson,1986-10-14,5018,Brooks Atkinson Theatre,Original Production,,,312375,1986,1986-10-18,7,,,,,,False,,False,,,
"Peter, Paul & Mary ""From Bleecker to Broadway""",1986-03-18,7393,Minskoff Theatre,Original Production,,,312504,1986,1986-03-23,7,,,,,,False,,False,,,
Smokey Robinson Plus Jean Carne,1986-12-26,5053,Mark Hellinger Theatre,Original Production,,,313127,1986,,,,,,,,False,,False,,,
Shirley Bassey,1986-07-09,7040,Marquis Theatre,Original Production,,,314016,1986,1986-07-15,,,,,,,False,,False,,,
As You Like It,1986-11-12,5205,Belasco Theatre,Revival,,Play,322204,1986,1987-05-31,174,,,,,Play,False,,True,,,
Romeo and Juliet,1986-11-12,5205,Belasco Theatre,Revival,,Play,322205,1986,1987-05-31,,,,,,Play,False,,True,,,
Macbeth,1986-11-12,5205,Belasco Theatre,Revival,,Play,322206,1986,1987-05-31,,,,,,Play,False,,True,,,
Patti La Belle,1986-02-18,7393,Minskoff Theatre,Original Production,,,322216,1986,1986-03-09,,,,,,,False,,False,,,
The Temptations / The Four Tops,1986-03-25,7393,Minskoff Theatre,Original Production,,,322217,1986,1986-03-30,,,,,,,False,,False,,,
Robert Klein on Broadway,1986-06-25,7047,Nederlander Theatre,Original Production,,,322218,1986,1986-06-25,2,,,,,,False,,False,,,
Costello Sings Again,1986-10-21,5017,Broadway Theatre,Original Production,,,322219,1986,1986-10-25,,,,,,,False,,False,,,
"Mummenschanz: ""The New Show""",1986-06-17,5236,Hayes Theatre,Original Production,,,322220,1986,1986-10-26,152,,,,,,False,,False,,,
The House of Blue Leaves,1986-04-29,7482,Vivian Beaumont Theatre,Original Production,,Play,323647,1986,1987-03-15,398,,,,,Play,False,,False,,,
The Life and Adventures of Nicholas Nickleby,1986-08-24,5016,Broadhurst Theatre,Revival,,Play,323670,1986,1986-10-12,29,,,,,Play,False,,True,,,
Lillian,1986-01-16,5031,Ethel Barrymore Theatre,Original Production,,Play,323865,1986,1986-02-23,45,,,,,Play,False,,False,,,
Execution of Justice,1986-03-13,7020,Virginia Theatre,Original Production,,Play,323866,1986,1986-03-22,12,,,,,Play,False,,False,,,
Corpse!,1986-01-05,5236,Hayes Theatre,Original Production,,Play,323868,1986,1986-04-20,121,,,,,Play,False,,False,,,
"The Flying Karamazov Brothers ""Juggling and Cheap Theatrics""",1986-04-01,7482,Vivian Beaumont Theatre,Original Production,,,323869,1986,1986-04-20,24,,,,,,False,,False,,,
So Long on Lonely Street,1986-04-03,6220,Jack Lawrence Theatre,Original Production,,Play,323872,1986,1986-05-18,53,,,,,Play,False,,False,,,
The Petition,1986-04-24,5043,John Golden Theatre,Original Production,,Play,323876,1986,1986-06-29,75,,,,,Play,False,,False,,,
The Boys in Autumn,1986-04-30,5230,Circle in the Square,Original Production,,Play,323877,1986,1986-06-29,70,,,,,Play,False,,False,,,
Cuba & His Teddy Bear,1986-07-16,5211,Longacre Theatre,Original Production,,,323878,1986,1986-09-21,53,,,,,,False,,False,,,
Wild Honey,1986-12-18,7020,Virginia Theatre,Original Production,,Play,323885,1986,1987-01-11,28,,,,,Play,False,,False,,,
Social Security,1986-04-17,5031,Ethel Barrymore Theatre,Original Production,,Play,323887,1986,1987-03-22,388,,,,,Play,False,,False,,,
Jackie Mason's The World According to Me!,1986-12-22,5018,Brooks Atkinson Theatre,Original Production,,,323899,1986,1988-01-02,367,,,,,,False,,False,,,
Broadway Bound,1986-12-04,5016,Broadhurst Theatre,Original Production,,Play,323917,1986,1988-09-25,756,,,,,Play,False,,False,,,
The Caretaker,1986-01-30,5230,Circle in the Square,Revival,,Play,324349,1986,1986-03-09,45,,,,,Play,False,,True,,,
Loot,1986-04-07,5057,Music Box Theatre,Revival,,Play,324351,1986,1986-06-28,96,,,,,Play,False,,True,,,
The Front Page,1986-11-23,7482,Vivian Beaumont Theatre,Revival,,Play,324354,1986,1987-01-11,57,,,,,Play,False,,True,,,
You Never Can Tell,1986-10-09,5230,Circle in the Square,Revival,,Play,324355,1986,1987-01-25,125,,,,,Play,False,,True,,,
Big Deal,1986-04-10,5017,Broadway Theatre,Original Production,1.0,Musical,3513,1986,1986-06-08,69,,,,,Musical,False,,False,False,False,False
Into the Light,1986-10-22,6985,Neil Simon Theatre,Original Production,1.0,Musical,5221,1986,1986-10-26,6,,,,,Musical,False,,False,,False,False
Me and My Girl,1986-08-10,7040,Marquis Theatre,Original Production,1.0,Musical,5951,1986,1989-12-31,1420,,,,,Musical,False,,False,False,False,False
Raggedy Ann,1986-10-16,7047,Nederlander Theatre,Original Production,1.0,Musical,6821,1986,1986-10-19,5,Rag Dolly (pre-Broadway title),,,,Musical,False,,False,False,False,False
Rags,1986-08-21,5053,Mark Hellinger Theatre,Original Production,1.0,Musical,6822,1986,1986-08-23,4,,,,,Musical,False,,False,False,False,False
Smile,1986-11-24,5047,Lunt-Fontanne Theatre,Original Production,1.0,Musical,7210,1986,1987-01-03,48,,,,,Musical,False,,False,,False,False
Sweet Charity,1986-04-27,7393,Minskoff Theatre,Revival,1.0,Musical,7429,1986,1987-03-15,369,,,,,Musical,False,,True,,False,False
Shout Up a Morning,1986-06-03,5313,La Jolla Playhouse,Original Production,1.0,Musical,8549,1986,1986-07-14,,Big Man (working title),,,,Musical,False,,False,,False,False
L'Chaim to Life,1986-11-05,5817,Town Hall,Original Production,1.0,Revue,9959,1986,1986-12-21,42,,,,,Revue,False,,False,,True,False
Late Nite Comic,1987-10-15,7057,Ritz Theatre,Original Production,1.0,Musical,2926,1987,1987-10-17,4,,,,,Musical,False,,False,False,False,False
The Mikado,1987-04-02,5025,New York City Center,Revival,1.0,Operetta,2927,1987,1987-05-03,37,"The Mikado, or, the Town of Titipu (full title)",,,,Musical,False,,True,False,True,False
Mort Sahl on Broadway!,1987-10-11,6985,Neil Simon Theatre,Original Production,1.0,,2928,1987,,26,,,,,,,,False,,,
Penn & Teller,1987-12-01,7057,Ritz Theatre,Original Production,1.0,,2929,1987,,122,,,,,,,,False,,,
Stardust,1987-02-19,5199,Biltmore Theatre,Original Production,1.0,Revue,2930,1987,1987-05-17,101,,,,,Revue,False,,False,,False,False
All My Sons,1987-04-22,5043,John Golden Theatre,Revival,,Play,311724,1987,1987-05-17,31,,,,,Play,False,,True,,,
Les Liaisons Dangereuses,1987-04-30,5057,Music Box Theatre,Original Production,,Play,311727,1987,1987-09-06,149,,,,,Play,False,,False,,False,False
A Month of Sundays,1987-04-16,7057,Ritz Theatre,Original Production,,Play,311771,1987,1987-04-18,4,,,,,Play,False,,False,,,
Asinamali!,1987-04-23,6220,Jack Lawrence Theatre,Original Production,,Play,311772,1987,1987-05-17,28,,,,,Play,False,,False,,,
La Serva Amorosa,1987-10-17,5053,Mark Hellinger Theatre,Original Production,,Play,312051,1987,,3,,,,,Play,False,,False,,,
Il Berretto a Songali,1987-10-14,5053,Mark Hellinger Theatre,Original Production,,Play,312091,1987,1987-10-16,3,,,,,Play,False,,False,,,
The Regard of Flight,1987-04-12,7482,Vivian Beaumont Theatre,Original Production,,,312366,1987,1987-04-26,17,,,,,,False,,False,,,
Blithe Spirit,1987-03-31,6985,Neil Simon Theatre,Revival,,Play,312373,1987,1987-06-28,104,,,,,Play,False,,True,,,
La Serva Padrona,1987-10-06,5053,Mark Hellinger Theatre,Original Production,,Opera,322196,1987,1987-10-06,1,,,,,Opera,False,,False,,,
Pulcinella,1987-10-09,5053,Mark Hellinger Theatre,Original Production,,Play,322197,1987,1987-10-11,3,,,,,Play,False,,False,,,
Podrecca Puppet Theatre Company,1987-10-23,5053,Mark Hellinger Theatre,Original Production,,Special,322198,1987,1987-10-23,1,,,,,Special,False,,False,,,
"Happy Birthday, Mr. Abbott!",1987-06-22,5060,Palace Theatre,Original Production,,,322221,1987,1987-06-22,1,,,,,,False,,False,,,
Tom Waits in Concert on Broadway,1987-10-13,5032,Eugene O'Neill Theatre,Original Production,,,322222,1987,1987-10-18,,,,,,,False,,False,,,
Jerry Garcia Acoustic & Electric,1987-10-15,5047,Lunt-Fontanne Theatre,Original Production,,,322223,1987,1987-10-31,,,,,,,False,,False,,,
Death and the King's Horseman,1987-03-01,7482,Vivian Beaumont Theatre,Original Production,,Play,323685,1987,1987-03-29,33,,,,,Play,False,,False,,,
Stepping Out,1987-01-11,5043,John Golden Theatre,Original Production,,Play,323886,1987,1987-03-15,73,,,,,Play,False,,False,,,
Safe Sex,1987-04-05,7033,Lyceum Theatre,Original Production,,Play,323888,1987,1987-04-12,9,,,,,Play,False,,False,,,
Sleight of Hand,1987-05-03,5028,Cort Theatre,Original Production,,Play,323891,1987,1987-05-09,9,,,,,Play,False,,False,,,
The Comedy of Errors,1987-05-31,7482,Vivian Beaumont Theatre,Original Production,,Play,323892,1987,1987-07-26,65,,,,,Play,False,,False,,,
The Musical Comedy Murders of 1940,1987-04-06,5211,Longacre Theatre,Original Production,,Play,323893,1987,1987-08-01,136,,,,,Play,False,,False,,,
Sherlock's Last Case,1987-08-20,7047,Nederlander Theatre,Original Production,,Play,323898,1987,1987-12-06,124,,,,,Play,False,,False,,,
Coastal Disturbances,1987-03-04,5230,Circle in the Square,Original Production,,Play,323900,1987,1988-01-03,350,,,,,Play,False,,False,,,
The Nerd,1987-03-22,5236,Hayes Theatre,Original Production,,Play,323905,1987,1988-04-10,441,,,,,Play,False,,False,,,
Breaking the Code,1987-11-15,6985,Neil Simon Theatre,Original Production,,Play,323906,1987,1988-04-10,169,,,,,Play,False,,False,,,
Fences,1987-03-26,6906,46th Street Theatre,Original Production,,Play,323913,1987,1988-06-26,525,,,,,Play,False,,False,,,
Burn This,1987-10-14,7054,Plymouth Theatre,Original Production,,Play,323918,1987,1988-10-29,437,,,,,Play,False,,False,,,
Anything Goes,1987-10-19,7482,Vivian Beaumont Theatre,Revival,1.0,Musical,3240,1987,1989-09-03,784,Bon Voyage (working title),,,,Musical,False,,True,,False,False
Broadway,1987-06-25,7059,Royale Theatre,Revival,,Play with Music,324358,1987,1987-06-27,4,,,,,Play,False,,True,,,
Pygmalion,1987-04-26,7054,Plymouth Theatre,Revival,,Play,324359,1987,1987-08-02,113,"Pygmalion, or, the Peerless & Beautiful Statue (full title)",,,,Play,False,,True,,,
Barbara Cook: A Concert for the Theatre,1987-04-15,6987,Ambassador Theatre,Original Production,1.0,Concert,3376,1987,1987-04-26,13,,,,,Concert,False,,False,,True,False
Cabaret,1987-10-22,5042,Imperial Theatre,Revival,1.0,Musical,3767,1987,1988-06-04,261,,,,,Musical,False,,True,False,False,False
Don't Get God Started,1987-10-29,5211,Longacre Theatre,Original Production,1.0,Musical,4292,1987,1988-01-10,85,,,,,Musical,False,,False,False,False,False
Dreamgirls,1987-06-28,6987,Ambassador Theatre,Revival,1.0,Musical,4325,1987,1987-11-29,177,Big Dreams (working title),,,,Musical,False,,True,,True,False
